"ecosystem","name","version","declared_license","scope","source","checksum"
"npm","@rollup/rollup-linux-loong64-gnu","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-loong64-gnu/-/rollup-linux-loong64-gnu-4.62.5.tgz","sha512-+s5qA0TNM0qm8PK/a5gt/1Hpx+NV08uSuCncvhziIlQzT6AEV2fnUQo7eBtFTFO0nA9scauvoR2HusfXmQnO4w=="
"npm","@rollup/rollup-linux-loong64-musl","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-loong64-musl/-/rollup-linux-loong64-musl-4.62.5.tgz","sha512-ybb6QvWwWJCbBWqERpc8K3pYVGIrXlG8MEQ8IIuJY6Y9KdHQxoFoNyfkAOtKn1VHu3KuLidXvwrvGR1mEjeWCw=="
"npm","@rollup/rollup-linux-ppc64-gnu","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-ppc64-gnu/-/rollup-linux-ppc64-gnu-4.62.5.tgz","sha512-nZb1DtnOyhCmYvsC8A2CwOkopVg+IS1+fPUa7rMOAXtNw5+lLCLLPqd6XAiNrGtoQKsbvIBOwsHnBH/3wnb4HQ=="
"npm","@rollup/rollup-linux-ppc64-musl","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-ppc64-musl/-/rollup-linux-ppc64-musl-4.62.5.tgz","sha512-yMbj63Sp89ryrXLWyz+sy+fYD2HpOnMCLGbe4Oa1smclFSUukdtD/BgdiHaAetJNb74URD8U4hM+qG5KVzMEkg=="
"npm","@rollup/rollup-linux-riscv64-gnu","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-riscv64-gnu/-/rollup-linux-riscv64-gnu-4.62.5.tgz","sha512-mhoan3OJw2kYV/e1jtIdmvUZgyBFeA6zGWsOswmR0Tg19TQbowZuR+JMLID6spbbBN7Zee2ejrgmy3+FxGrIdA=="
"npm","@rollup/rollup-linux-riscv64-musl","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-riscv64-musl/-/rollup-linux-riscv64-musl-4.62.5.tgz","sha512-5ZTLmjWbb1VZdjuyhe83K/8QO0/h11midQCBP+X5OYn32ra7eOBoM0ZqtaY4nkgNsYgmdVhMYPoyVPTjUpHf3w=="
"npm","@rollup/rollup-linux-s390x-gnu","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-s390x-gnu/-/rollup-linux-s390x-gnu-4.62.5.tgz","sha512-m53kG+br6PGxOTmgBEM2DHSDs9RVjsyEbUwjJPJGTFm1grWOG8EKJggDCTb60unD4Tjby8fi7/m9XfkEWasVWg=="
"npm","@rollup/rollup-linux-x64-gnu","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-x64-gnu/-/rollup-linux-x64-gnu-4.62.5.tgz","sha512-6RHPJR1g/uvdYU8uXBnfq3nlqyZCP82Fr6NHgfGoaIeSh0YEqnX/x6uA9MmJJbnSH7swqX4F+CkGdUF+6doiQA=="
"npm","@rollup/rollup-linux-x64-musl","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-linux-x64-musl/-/rollup-linux-x64-musl-4.62.5.tgz","sha512-xs+OXQtEXgpXT0DmA5+U3qnRZHdCST/5HRQxS8wSPZTUZN/EMWeHuSIod32LQklTBZBV9DyfncKBQ8n5V3eFdw=="
"npm","@rollup/rollup-openbsd-x64","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-openbsd-x64/-/rollup-openbsd-x64-4.62.5.tgz","sha512-e7hD+sl3s+mcLQDZ8pbudBVsdG6r5yN4w3LqG2TJ8sQHDpblWj5lrJs/3m01Cvlxbt4x13zu5thLjgypgtkYzw=="
"npm","@rollup/rollup-openharmony-arm64","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-openharmony-arm64/-/rollup-openharmony-arm64-4.62.5.tgz","sha512-GiyJaCf+WpMub/17aPcKk27QMl5W6f+KhdPTjlFOn5akH5Wa/DCM9Stdx5cDfmasyKB08MqpVQ1uJE2RkkpbXg=="
"npm","@rollup/rollup-win32-arm64-msvc","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-win32-arm64-msvc/-/rollup-win32-arm64-msvc-4.62.5.tgz","sha512-+OQ8U2DdoEfXl8T4Fb18AjmEwbXMerKDKCL8yCPAYhKCEEKoul7rkbeGCBFCbAlaGaa7pmtRTpkAJM2LE/i5FA=="
"npm","@rollup/rollup-win32-ia32-msvc","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-win32-ia32-msvc/-/rollup-win32-ia32-msvc-4.62.5.tgz","sha512-KanvAZrPKbDBFwrgiU9yEVpQoox9QPV1WZOXX7HudJQY+eSlu82CtWxDU8WtuRRvtN5EGkLczkd6Y6DTcvm9wA=="
"npm","@rollup/rollup-win32-x64-gnu","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-win32-x64-gnu/-/rollup-win32-x64-gnu-4.62.5.tgz","sha512-1aC3UEWTtRl3RK3VpDJ/Tqk1XI4SLTmXIthAq6wRWo8XiSXJNd+VprJM4/1P4+i6HIaFEFlVi9sTTziniD2tOQ=="
"npm","@rollup/rollup-win32-x64-msvc","4.62.5","MIT","desarrollo","https://registry.npmjs.org/@rollup/rollup-win32-x64-msvc/-/rollup-win32-x64-msvc-4.62.5.tgz","sha512-/gDJaRs4gl0NPIwqCz+6PkpmhhjRAD2j6P4rSNHBzUkO3naEx2mIU0pRle1vUNRQ7mE/+8OOeXLTv/J56FKiQg=="
"npm","@tauri-apps/api","2.11.1","Apache-2.0 OR MIT","frontend; inclusion por verificar","https://registry.npmjs.org/@tauri-apps/api/-/api-2.11.1.tgz","sha512-M2FPuYND2m+wh5hfW9ZpSdxMPdEJovPBWwoHJmwUpysTYNHaOkVFN419m/K0LIgjb/7KU2vBgsUepJWugQCvAA=="
"npm","@tauri-apps/cli","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli/-/cli-2.11.4.tgz","sha512-R8xGtMpwyetawSqm9kYOuMmEqkhUbvcUy8n0aNXIxollKBLESUu5f4Fx+64hgASYm1H+jSWq6jCW6zqTnH6hqQ=="
"npm","@tauri-apps/cli-darwin-arm64","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-darwin-arm64/-/cli-darwin-arm64-2.11.4.tgz","sha512-1ryOF3ZhpZ/nemHV5zVwBQBz9jDGKmKPvWPADOhc83ig0P4bMc2iER4NbC6r9sjeIZ6RVQ4g3RZIYvezhcl4TQ=="
"npm","@tauri-apps/cli-darwin-x64","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-darwin-x64/-/cli-darwin-x64-2.11.4.tgz","sha512-uFsGQAAfuyz1k/yGLmkWfkBlgKAqZfxqlHmLWx81QU27RJWfmbNHCIq8T8w1e+VClleIuZUjpHWfoE4E3DLo3A=="
"npm","@tauri-apps/cli-linux-arm-gnueabihf","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-linux-arm-gnueabihf/-/cli-linux-arm-gnueabihf-2.11.4.tgz","sha512-IaHZn5CdBL21oUmjiVOS1ctw6Ip1O0pjp70FwOWmYz1myWe0SY96ZIj2FYf7pT0m8bI2h/hrs5ZbEXXh44/MkQ=="
"npm","@tauri-apps/cli-linux-arm64-gnu","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-linux-arm64-gnu/-/cli-linux-arm64-gnu-2.11.4.tgz","sha512-N41/ukTRVe6XSuUTESuFdGeOW2i7k62tK+6gHK5Kd5/q5RPvvi19GaWAVPPb9u95HSGmTChSolBfzynUsssFaA=="
"npm","@tauri-apps/cli-linux-arm64-musl","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-linux-arm64-musl/-/cli-linux-arm64-musl-2.11.4.tgz","sha512-v277UnT/fB64xAfSroL5N3Km3tLmvATWqJJw/wRI+g6o+HkeD0slyE7gOhNs1MbjE41R7bQOTxMVoL3aomUJmw=="
"npm","@tauri-apps/cli-linux-riscv64-gnu","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-linux-riscv64-gnu/-/cli-linux-riscv64-gnu-2.11.4.tgz","sha512-qqgNkQ2u1yZHxjhxsZaxUtRDW8dIqIYm33rx/mzwQv0SfY9x1B+iraj8vWeFiXjjSVVhEMepXSOts1TqPzvXNQ=="
"npm","@tauri-apps/cli-linux-x64-gnu","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-linux-x64-gnu/-/cli-linux-x64-gnu-2.11.4.tgz","sha512-2VRNWl84FOH0m2giiDkO2h0QXlcMJeX+zJDpI5kDIQAx6s+geF3v48F4DXfJez4GS/FdoDGnPnw1C2iYGbQ7bQ=="
"npm","@tauri-apps/cli-linux-x64-musl","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-linux-x64-musl/-/cli-linux-x64-musl-2.11.4.tgz","sha512-o9GyhYor/nc7xarmwDE3ka2szuW3uuZzXjHWh64Q8YX5AtSgxdQkFWzrY4O8KiGtVNvFBI14H3Q49Qj5TOIP/A=="
"npm","@tauri-apps/cli-win32-arm64-msvc","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-win32-arm64-msvc/-/cli-win32-arm64-msvc-2.11.4.tgz","sha512-ld5Ehb598m0VkYyylRPNeCFsBe/km0jxis6KgMpl3IGY6I/i1RwQXO05I1AsXUXO2WC6AvB/Lw4qTf/asiuEiQ=="
"npm","@tauri-apps/cli-win32-ia32-msvc","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-win32-ia32-msvc/-/cli-win32-ia32-msvc-2.11.4.tgz","sha512-12Hxi0XX/H5VFxO/bGgHkFWhml9VMgEOu9CidjeCeTNQ1l6fpUlbiGgSP7CLI3PFtW9/FfbeHieZ+kyWK5H7CA=="
"npm","@tauri-apps/cli-win32-x64-msvc","2.11.4","Apache-2.0 OR MIT","desarrollo","https://registry.npmjs.org/@tauri-apps/cli-win32-x64-msvc/-/cli-win32-x64-msvc-2.11.4.tgz","sha512-+vDiqBIU5dMISg/wNvX3sF+ZHfgJGJ5T0AcO+EHNXV9GGAG+P5fzodlDXD3QdKCRgZxMoCm5PPvj3BqLNjBthw=="
"npm","@tauri-apps/plugin-dialog","2.7.2","MIT OR Apache-2.0","frontend; inclusion por verificar","https://registry.npmjs.org/@tauri-apps/plugin-dialog/-/plugin-dialog-2.7.2.tgz","sha512-pX0IGm1I3I6wc+zeKYcq1GSqogK6okCNX5fOdaNU5ab1AjGS6l1E5wFNjEb7meg7ZFSp0JUs+0jQGQNyOvLrsg=="
"npm","@tauri-apps/plugin-opener","2.5.4","MIT OR Apache-2.0","frontend; inclusion por verificar","https://registry.npmjs.org/@tauri-apps/plugin-opener/-/plugin-opener-2.5.4.tgz","sha512-1HnPkb+AmgO29HBazm4uPLKB+r7zzcTBW1d0fyYp1uP+jwtpoiNDGKMMzz58SFp49nOIrxdE3aUJtT57lfO9CQ=="
"npm","@tauri-apps/plugin-sql","2.4.0","MIT OR Apache-2.0","frontend; inclusion por verificar","https://registry.npmjs.org/@tauri-apps/plugin-sql/-/plugin-sql-2.4.0.tgz","sha512-SIICc5JlnK6OrBZzOw7MmhXHPlmASpt5zLWIu10WW4kLr5cDYOXHdV2MoCgYQkgZLQfyBYgF3SQa5XCisUiQkw=="
"npm","@types/babel__core","7.20.5","MIT","desarrollo","https://registry.npmjs.org/@types/babel__core/-/babel__core-7.20.5.tgz","sha512-qoQprZvz5wQFJwMDqeseRXWv3rqMvhgpbXFfVyWhbx9X47POIA6i/+dXefEmZKoAgOaTdaIgNSMqMIU61yRyzA=="
"npm","@types/babel__generator","7.27.0","MIT","desarrollo","https://registry.npmjs.org/@types/babel__generator/-/babel__generator-7.27.0.tgz","sha512-ufFd2Xi92OAVPYsy+P4n7/U7e68fex0+Ee8gSG9KX7eo084CWiQ4sdxktvdl0bOPupXtVJPY19zk6EwWqUQ8lg=="
"npm","@types/babel__template","7.4.4","MIT","desarrollo","https://registry.npmjs.org/@types/babel__template/-/babel__template-7.4.4.tgz","sha512-h/NUaSyG5EyxBIp8YRxo4RMe2/qQgvyowRwVMzhYhBCONbW8PUsg4lkFMrhgZhUe5z3L3MiLDuvyJ/CaPa2A8A=="
"npm","@types/babel__traverse","7.28.0","MIT","desarrollo","https://registry.npmjs.org/@types/babel__traverse/-/babel__traverse-7.28.0.tgz","sha512-8PvcXf70gTDZBgt9ptxJ8elBeBjcLOAcOtoO/mPJjtji1+CdGbHgm77om1GrsPxsiE+uXIpNSK64UYaIwQXd4Q=="
"npm","@types/estree","1.0.9","MIT","desarrollo","https://registry.npmjs.org/@types/estree/-/estree-1.0.9.tgz","sha512-GhdPgy1el4/ImP05X05Uw4cw2/M93BCUmnEvWZNStlCzEKME4Fkk+YpoA5OiHNQmoS7Cafb8Xa3Pya8m1Qrzeg=="
"npm","@types/react","19.2.18","MIT","desarrollo","https://registry.npmjs.org/@types/react/-/react-19.2.18.tgz","sha512-AnzbBERsrLKtk2XSfTbYRLjQPdy116Sty4q+T+Bp3IC4l6jNBvreVPAHmpq9qhXQM7CXZPjLVmGMw9sy+hxQ3w=="
"npm","@types/react-dom","19.2.5","MIT","desarrollo","https://registry.npmjs.org/@types/react-dom/-/react-dom-19.2.5.tgz","sha512-fMPwH9v7r/pp43yUd2/Mbiex5KouJwwR3dzHkhLREUC6764VyDsqxhAxv6OFEYR1RhjOyD1naqba8ECDBe7ZQg=="
"npm","@vitejs/plugin-react","4.7.0","MIT","desarrollo","https://registry.npmjs.org/@vitejs/plugin-react/-/plugin-react-4.7.0.tgz","sha512-gUu9hwfWvvEDBBmgtAowQCojwZmJ5mcLn3aufeCsitijs3+f2NsrPtlAWIR6OPiqljl96GVCUbLe0HyqIpVaoA=="
"npm","baseline-browser-mapping","2.11.18","Apache-2.0","desarrollo","https://registry.npmjs.org/baseline-browser-mapping/-/baseline-browser-mapping-2.11.18.tgz","sha512-1iEmLEYSiE1SeBoAfPo/Mnx3PzfzHUkDK61ASkCpuk3YXugYLH5DYK1SzqV55F8FMI6s0F+/tCP7Polz1QRjxw=="
"npm","browserslist","4.28.8","MIT","desarrollo","https://registry.npmjs.org/browserslist/-/browserslist-4.28.8.tgz","sha512-V2NpofLblG64mfOtSgDhOJESZEGogzDMBv/q+W6oc4LXWP/q75eOXoOaaOu1EOadB9U4Bwx/e0yzbvwKH8zalA=="
"npm","caniuse-lite","1.0.30001809","CC-BY-4.0","desarrollo","https://registry.npmjs.org/caniuse-lite/-/caniuse-lite-1.0.30001809.tgz","sha512-xxWVywk6a6Arlk+hymeycyn/VgqEfLDxupvhH/xiY5SJ/18kmi9o6MiO320DCUzypORHLtvh0I4i04tUhCNHNQ=="
"npm","convert-source-map","2.0.0","MIT","desarrollo","https://registry.npmjs.org/convert-source-map/-/convert-source-map-2.0.0.tgz","sha512-Kvp459HrV2FEJ1CAsi1Ku+MY3kasH19TFykTz2xWmMeq6bk2NU3XXvfJ+Q61m0xktWwt+1HSYf3JZsTms3aRJg=="
"npm","csstype","3.2.3","MIT","desarrollo","https://registry.npmjs.org/csstype/-/csstype-3.2.3.tgz","sha512-z1HGKcYy2xA8AGQfwrn0PAy+PB7X/GSj3UVJW9qKyn43xWa+gl5nXmU4qqLMRzWVLFC8KusUX8T/0kCiOYpAIQ=="
"npm","debug","4.4.3","MIT","desarrollo","https://registry.npmjs.org/debug/-/debug-4.4.3.tgz","sha512-RGwwWnwQvkVfavKVt22FGLw+xYSdzARwm0ru6DhTVA3umU5hZc28V3kO4stgYryrTlLpuvgI9GiijltAjNbcqA=="
"npm","electron-to-chromium","1.5.413","ISC","desarrollo","https://registry.npmjs.org/electron-to-chromium/-/electron-to-chromium-1.5.413.tgz","sha512-F1XPKvt7HVfly5WND90ec16nFsdr4g5x/cVUP3EqjeyXynupabGDqpMa84wwvuYGDnldXLBz6DLXyZXWO9TPvw=="
"npm","esbuild","0.28.2","MIT","desarrollo","https://registry.npmjs.org/esbuild/-/esbuild-0.28.2.tgz","sha512-HKVLS8dvII+xoKW9kmqxbRKrnWEXfJJr/FZhhJmiqIB0e053QNYFqOBouTMO/k5sID4MvCiUCvv8b9M4h32wIA=="
"npm","escalade","3.2.0","MIT","desarrollo","https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz","sha512-WUj2qlxaQtO4g6Pq5c29GTcWGDyd8itL8zTlipgECz3JesAiiOKotd8JU6otB3PACgG6xkJUyVhboMS+bje/jA=="
"npm","fdir","6.5.0","MIT","desarrollo","https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz","sha512-tIbYtZbucOs0BRGqPJkshJUYdL+SDH7dVM8gjy+ERp3WAUjLEFJE+02kanyHtwjWOnwrKYBiwAmM0p4kLJAnXg=="
"npm","fsevents","2.3.3","MIT","desarrollo","https://registry.npmjs.org/fsevents/-/fsevents-2.3.3.tgz","sha512-5xoDfX+fL7faATnagmWPpbFtwh/R77WmMMqqHGS65C3vvB0YHrgF+B1YmZ3441tMj5n63k0212XNoJwzlhffQw=="
"npm","gensync","1.0.0-beta.2","MIT","desarrollo","https://registry.npmjs.org/gensync/-/gensync-1.0.0-beta.2.tgz","sha512-3hN7NaskYvMDLQY55gnW3NQ+mesEAepTqlg+VEbj7zzqEMBVNhzcGYYeqFo/TlYz6eQiFcp1HcsCZO+nGgS8zg=="
"npm","js-tokens","4.0.0","MIT","desarrollo","https://registry.npmjs.org/js-tokens/-/js-tokens-4.0.0.tgz","sha512-RdJUflcE3cUzKiMqQgsCu06FPu9UdIJO0beYbPhHN4k6apgJtifcoCtT9bcxOpYBtpD2kCM6Sbzg4CausW/PKQ=="
"npm","jsesc","3.1.0","MIT","desarrollo","https://registry.npmjs.org/jsesc/-/jsesc-3.1.0.tgz","sha512-/sM3dO2FOzXjKQhJuo0Q173wf2KOo8t4I8vHy6lF9poUp7bKT0/NHE8fPX23PwfhnykfqnC2xRxOnVw5XuGIaA=="
"npm","json5","2.2.3","MIT","desarrollo","https://registry.npmjs.org/json5/-/json5-2.2.3.tgz","sha512-XmOWe7eyHYH14cLdVPoyg+GOH3rYX++KpzrylJwSW98t3Nk+U8XOl8FWKOgwtzdb8lXGf6zYwDUzeHMWfxasyg=="
"npm","lru-cache","5.1.1","ISC","desarrollo","https://registry.npmjs.org/lru-cache/-/lru-cache-5.1.1.tgz","sha512-KpNARQA3Iwv+jTA0utUVVbrh+Jlrr1Fv0e56GGzAFOXN7dk/FviaDW8LHmK52DlcH4WP2n6gI8vN1aesBFgo9w=="
"npm","ms","2.1.3","MIT","desarrollo","https://registry.npmjs.org/ms/-/ms-2.1.3.tgz","sha512-6FlzubTLZG3J2a/NVCAleEhjzq5oxgHyaCU9yYXvcLsvoVaHJq/s5xXI6/XXP6tz7R9xAOtHnSO/tXtF3WRTlA=="
"npm","nanoid","3.3.18","MIT","desarrollo","https://registry.npmjs.org/nanoid/-/nanoid-3.3.18.tgz","sha512-DTg4MJbGMWkfi6VZFdNt2/caMbQy4Ou+Op/hJQvGEWcnVfoA1QA+xzRKAzw9jD6+GVOOeYr/mIcuDSdug6F6+w=="
"npm","node-releases","2.0.53","MIT","desarrollo","https://registry.npmjs.org/node-releases/-/node-releases-2.0.53.tgz","sha512-D9UOmYG3UH1V+ENW56t5QXBwJw1YEY18ruVeus89Rw+SyIgjPkCO84bRzO3uNIYosJbNwiabWVn48o3uJLjxFQ=="
"npm","pdfjs-dist","6.3.289","Apache-2.0","frontend; inclusion por verificar","https://registry.npmjs.org/pdfjs-dist/-/pdfjs-dist-6.3.289.tgz","sha512-ZHjSVpDa3D6izMq8/04lvkhkATUmL9px6ChPaXc1k6nU2Mrhlg1/7F0bdUqCwUjw3NsPTfPZsMDUU6ZIcRaeQw=="
"npm","picocolors","1.1.1","ISC","desarrollo","https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz","sha512-xceH2snhtb5M9liqDsmEw56le376mTZkEX/jEb/RxNFyegNul7eNslCXP9FDj/Lcu0X8KEyMceP2ntpaHrDEVA=="
"npm","picomatch","4.0.5","MIT","desarrollo","https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz","sha512-RvwwcruNjI1ncT5xRakeyS9Lf8lcItv34KD+aif+VH9kduAyfYBipGh12274xtenIPZ119/R9BdTBa8gAwSh0A=="
"npm","postcss","8.5.26","MIT","desarrollo","https://registry.npmjs.org/postcss/-/postcss-8.5.26.tgz","sha512-u82N74LFzG8ca+dD8puPnplTXoGH4fTPpVGuIbt36G3qvNlkvfD0lEAZSxaly3KX8TS/L1A1gsCEmvKmBcVbkQ=="
"npm","react","19.2.8","MIT","frontend; inclusion por verificar","https://registry.npmjs.org/react/-/react-19.2.8.tgz","sha512-PWaYA1L/q9u2u7xYQi+Y3L3Yfnie7XyLeaJICV1MGD6LprsBxcAqGjYyr0eY3p+QdsA+x/Irkt4Qif8D63+Sbw=="
"npm","react-dom","19.2.8","MIT","frontend; inclusion por verificar","https://registry.npmjs.org/react-dom/-/react-dom-19.2.8.tgz","sha512-rVprimfGBG3DR+Tq0IQG2DT5PxKth1WIGDmj5yPmlzr4YBe7uyE+Du4oVqTDXZSHGGGXRtTJEGSSePyQCMBglQ=="
"npm","react-refresh","0.17.0","MIT","desarrollo","https://registry.npmjs.org/react-refresh/-/react-refresh-0.17.0.tgz","sha512-z6F7K9bV85EfseRCp2bzrpyQ0Gkw1uLoCel9XBVWPg/TjRj94SkJzUTGfOa4bs7iJvBWtQG0Wq7wnI0syw3EBQ=="
"npm","rollup","4.62.5","MIT","desarrollo","https://registry.npmjs.org/rollup/-/rollup-4.62.5.tgz","sha512-/tqMfgP7GPA3PHhCmuiS4vIjrSVhHLgY++i+dhbG462euyAj7FpM4D9uq1X3BgjlqRdpcOrYhcQtfiQLNc8tqw=="
"npm","scheduler","0.27.0","MIT","frontend; inclusion por verificar","https://registry.npmjs.org/scheduler/-/scheduler-0.27.0.tgz","sha512-eNv+WrVbKu1f3vbYJT/xtiF5syA5HPIMtf9IgY/nKg0sWqzAUEvqY/xm7OcZc/qafLx/iO9FgOmeSAp4v5ti/Q=="
"npm","semver","6.3.1","ISC","desarrollo","https://registry.npmjs.org/semver/-/semver-6.3.1.tgz","sha512-BR7VvDCVHO+q2xBEWskxS6DJE1qRnb7DxzUrogb71CWoSficBxYsiAGd+Kl0mmq/MprG9yArRkyrQxTO6XjMzA=="
"npm","source-map-js","1.2.1","BSD-3-Clause","desarrollo","https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz","sha512-UXWMKhLOwVKb728IUtQPXxfYU+usdybtUrK/8uGE8CQMvrhOpwvzDBwj0QhSL7MQc7vIsISBG8VQ8+IDQxpfQA=="
"npm","tinyglobby","0.2.17","MIT","desarrollo","https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz","sha512-wXR/dYpcqKmfWpEdZjiKJOwCNFndD0DMnrW/cYjVGttEkBfVgcLFHoNrlj47mjOVic9yyNu65alsgF4NQyTa2g=="
"npm","typescript","5.8.3","Apache-2.0","desarrollo","https://registry.npmjs.org/typescript/-/typescript-5.8.3.tgz","sha512-p1diW6TqL9L07nNxvRMM7hMMw4c5XOo/1ibL4aAIGmSAt9slTE1Xgw5KWuof2uTOvCg9BY7ZRi+GaF+7sfgPeQ=="
"npm","update-browserslist-db","1.3.1","MIT","desarrollo","https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.3.1.tgz","sha512-ZZ61DsRsOnakl74HAmp3oSN4aXUmEWXf+i/yv0h7tIBfICc3VdrFErQKUUKPgu3AMsTUMbcongALEN4l6GSUrQ=="
"npm","vite","7.3.6","MIT","desarrollo","https://registry.npmjs.org/vite/-/vite-7.3.6.tgz","sha512-4XP60spRGjSZFf1qYH+dJIkK2znL3zQfl9KkOV9MkkRR/3Dls0dxaBsQPTloEc5BLXWPL9vsOxopxyKoMmDueg=="
"npm","yallist","3.1.1","ISC","desarrollo","https://registry.npmjs.org/yallist/-/yallist-3.1.1.tgz","sha512-a4UGQaWPH59mOXUYnAG2ewncQS4i4F43Tv3JoAM+s2VDAmS9NsK8GpDMLrCHPksFT7h3K6TOoUNn2pb7RoXx4g=="
"cargo","adler2","2.0.1","0BSD OR MIT OR Apache-2.0","grafo Windows (incluye build/proc-macros)","https://github.com/oyvindln/adler2","320119579fcad9c21884f5c4861d16174d0e06250625266f50fe6898340abefa"
"cargo","aes","0.8.4","MIT OR Apache-2.0","grafo Windows (incluye build/proc-macros)","https://github.com/RustCrypto/block-ciphers","b169f7a6d4742236a0a00c541b845991d0ac43e546831af1249753ab4c3aa3a0"
"cargo","ahash","0.7.8","MIT OR Apache-2.0","grafo Windows (incluye build/proc-macros)","https://github.com/tkaitchuck/ahash","891477e0c6a8957309ee5c45a6368af3ae14bb510732d2684ffa19af310920f9"
"cargo","ahash","0.8.12","MIT OR Apache-2.0","grafo Windows (incluye build/proc-macros)","https://github.com/tkaitchuck/ahash","5a15f179cd60c4584b8a8c596927aadc462e27f2ca70c04e0071964a73ba7a75"
"cargo","aho-corasick","1.1.5","Unlicense OR MIT","grafo Windows (incluye build/proc-macros)","https://github.com/BurntSushi/aho-corasick","c982642fa9e8606056828ee9a8505737230110bb1099153c79efe865c59d12ba"
"cargo","alloc-no-stdlib","2.0.4","BSD-3-Clause","grafo Windows (incluye build/proc-macros)","https://github.com/dropbox/rust-alloc-no-stdlib","cc7bb162ec39d46ab1ca8c77bf72e890535becd1751bb45f64c597edb4c8c6b3"
"cargo","alloc-stdlib","0.2.4","BSD-3-Clause","grafo Windows (incluye build/proc-macros)","https://github.com/dropbox/rust-alloc-no-stdlib","0e76a019e91224d279006ff972f1e984179a6e9feb050adba6ce8274aef23195"
"cargo","allocator-api2","0.2.21","MIT OR Apache-2.0","grafo Windows (incluye build/proc-macros)","https://github.com/zakarumych/allocator-api2","683d7910e743518b0e34f1186f92494becacb047c7b6bf616c96772180fef923"
"cargo","android_system_properties","0.1.6","NOT CACHED","lock multiplataforma; no resuelto para Windows","https://crates.io/crates/android_system_properties/0.1.6","ae221649c9976a6f6c56ae1facf410f3ddb33cc661c4b7b61020a912d4237fbc"
"cargo","anyhow","1.0.104","MIT OR Apache-2.0","grafo Windows (incluye build/proc-macros)","https://github.com/dtolnay/anyhow","330a5ed07fa54e4702c9d6c4174f74427fc0ef6e214bbd677ae50a5099946470"
"cargo","arbitrary","1.4.2","NOT CACHED","lock multiplataforma; no resuelto para Windows","https://crates.io/crates/arbitrary/1.4.2","c3d036a3c4ab069c7b410a2ce876bd74808d2d0888a82667669f8e783a898bf1"
"cargo","arrayvec","0.7.8","MIT OR Apache-2.0","grafo Windows (incluye build/proc-macros)","https://github.com/bluss/arrayvec","d3fb67a6e08acf24fdeccbac2cb6ac4305825bd1f117462e0e6f2f193345ad56"
"cargo","async-broadcast","0.7.2","NOT CACHED","lock multiplataforma; no resuelto para Windows","https://crates.io/crates/async-broadcast/0.7.2","435a87a52755b8f27fcf321ac4f04b2802e337c8c4872923137471ec39c37532"
"cargo","async-channel","2.5.0","NOT CACHED","lock multiplataforma; no resuelto para Windows","https://crates.io/crates/async-channel/2.5.0","924ed96dd52d1b75e9c1a3e6275715fd320f5f9439fb5a4a11fa51f4221158d2"
